Language,Domain,Source,Meaning,Syntax,Form,Comments,Flag for review
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B191",SG,Pronoun,kaiko,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B192",SG,Pronoun,kaie,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B193",DUAL,Pronoun,ialue,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B194",DUAL,Pronoun,komalu,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B195",DUAL,Pronoun,kamilu,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B196",DUAL,Pronoun,kailue,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B197",PAUCAL,Pronoun,iatelu,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B198",PAUCAL,Pronoun,komaitelu,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B199",PAUCAL,Pronoun,kamiitelu,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B200",PAUCAL,Pronoun,kaitelu,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B201",PL,Pronoun,iire,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B202",PL,Pronoun,komaitelu,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B203",PL,Pronoun,kamiitelu,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B204",PL,Pronoun,kaile,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B205",SG,Subject Verb Agreement,na-,1Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B206",SG,Subject Verb Agreement,ko-,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B207",SG,Subject Verb Agreement,--,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B208",DUAL,Subject Verb Agreement,--,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B209",DUAL,Subject Verb Agreement,lo-,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B210",DUAL,Subject Verb Agreement,malu-,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B211",DUAL,Subject Verb Agreement,mulu-,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B212",PAUCAL,Subject Verb Agreement,lu-,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B213",PAUCAL,Subject Verb Agreement,to-,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B214",PAUCAL,Subject Verb Agreement,matu-,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B215",PAUCAL,Subject Verb Agreement,mutu-,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B216",PL,Subject Verb Agreement,telu-,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B217",PL,Subject Verb Agreement,ro-,1Person inclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B218",PL,Subject Verb Agreement,ma-,1Person exclusive,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B219",PL,Subject Verb Agreement,mu-,2Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B220",PL,Subject Verb Agreement,a-,3Person,--
Paamese,Number,"Crowley, T. (1982). The Paamese language of Vanuatu. Pacific Linguistics, B(87). The Australian National University. https://doi.org/10.15144/PL-B221",--,Reduplication,--,"Note: Paamese does contain reduplication in its grammar, but it does not denote number (e.g., screenshotted pages: 48, ",--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Subject Verb Agreement,-ru,"Note: Manam nouns are not inherently marked for number. Number is indicated by cross-reference (as in Hockett 1958). That is, the number of a noun is indicated, cross-references, on some form with which the noun is in construction"" (p. 107)","Note: In case relevant: The term 'plural' is used in 2 senses in the grammar: (1) in opposition to the SG, DUAL, and PAUCAL; (2) in opposition to the SG."
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PAUCAL,Subject Verb Agreement,-to,--,"Note!: non-sg = dual, paucal, plural in this grammar (but have not changed this in cells to accurately represent grammar)"
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Object Verb Agreement,-ru,--,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PAUCAL,Object Verb Agreement,-to,--,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,-di,"Class I - 3Person (derived by the reduplication of sources and have only one form; i.e., they do not index their nouns). ",--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,-di,Class I - 3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,o=noTa,Class II - Note: I pasted the whole word phrase as unsure what the word form is! (p. 319),--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,-di,Class III - 3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,-di-,Class III - 3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,-i,Class I ,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Adjective Noun Agreement,-idi,Class I ,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-gu,1Person exclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-m,2Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-ng,2Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,--,3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,-da-ru,1Person inclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,-ma-i-ru,1Person exclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,-ming-ru,2Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,-di-a-ru,3Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,-da-to,1Person inclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,-ma-i-to,1Person exclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,-ming-to,2Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,-di-a-to,3Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-da,1Person inclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-ma,1Person exclusive - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-ming,2Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-di,3Person - possessive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,u-,1Person exclusive - realis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,m-,1Person exclusive - irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,ku-,2Person - realis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,go-,2Person - irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,i-,3Person - realis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,nga-,3Person - irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,ta-,1Person inclusive - realis/ irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,ki-,1Person exclusive - realis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,ka-,2Person - realis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,ga-,1Personexclusive - irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,kama-,2Person - irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,da-,3Person - irrealis,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-a,1Person exclusive ,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-(i)ko,2Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-i,3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,--,3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-kama,1Person exclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-kaming,2Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,--,3Person ,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-gu,1Person exclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,-N,2Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,--,3Person (antepenultimate stress),--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-ma,1Person exclusive (antepenultimate stress),--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-da,1Person inclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-miN,2Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,-di,3Person (antepenultimate stress),--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,-ru,"1Person inclusive/ exclusive, 2Person, 3Person",--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PAUCAL,Pronoun,-to,"1Person inclusive/ exclusive, 2Person, 3Person",--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,ngau,1Person inclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",PL,Pronoun,nga  ,1Person exclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,kaiko,2Person,Note: Only personal pronouns are inherently marked for number in Manam
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,kai  ,2Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",SG,Pronoun,ngai,3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,kitaru,1Person inclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,keru,1Person exclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,kamru,2Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",DUAL,Pronoun,diaru,3Person,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,kitato,1Person inclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,keto,1Person exclusive,--
Manam,Number,"Lichtenberk, F. (1983). A grammar of Manam. University of Hawaii Press.",TRIAL,Pronoun,kamto,2Person,--
